Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	File_identifier
416	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7133	E	Streptococcus phage P7133			KY705263		Complete genome	dsDNA	bacteria	Moineauvirus_P7133.416.KY705263
417	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7134	E	Streptococcus phage P7134			KY705264		Complete genome	dsDNA	bacteria	Moineauvirus_P7134.417.KY705264
418	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7151	E	Streptococcus phage P7151			KY705265		Complete genome	dsDNA	bacteria	Moineauvirus_P7151.418.KY705265
419	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7152	E	Streptococcus phage P7152			KY705266		Complete genome	dsDNA	bacteria	Moineauvirus_P7152.419.KY705266
420	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7154	E	Streptococcus phage P7154			KY705267		Complete genome	dsDNA	bacteria	Moineauvirus_P7154.420.KY705267
421	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7573	E	Streptococcus phage P7573			KY705270		Complete genome	dsDNA	bacteria	Moineauvirus_P7573.421.KY705270
422	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7574	E	Streptococcus phage P7574			KY705271		Complete genome	dsDNA	bacteria	Moineauvirus_P7574.422.KY705271
423	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7601	E	Streptococcus phage P7601			KY705272		Complete genome	dsDNA	bacteria	Moineauvirus_P7601.423.KY705272
424	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7602	E	Streptococcus phage P7602			KY705273		Complete genome	dsDNA	bacteria	Moineauvirus_P7602.424.KY705273
425	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7631	E	Streptococcus phage P7631			KY705274		Complete genome	dsDNA	bacteria	Moineauvirus_P7631.425.KY705274
426	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7632	E	Streptococcus phage P7632			KY705275		Complete genome	dsDNA	bacteria	Moineauvirus_P7632.426.KY705275
427	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P7633	E	Streptococcus phage P7633			KY705276		Complete genome	dsDNA	bacteria	Moineauvirus_P7633.427.KY705276
428	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P9851	E	Streptococcus phage P9851			KY705284		Complete genome	dsDNA	bacteria	Moineauvirus_P9851.428.KY705284
429	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P9854	E	Streptococcus phage P9854			KY705287		Complete genome	dsDNA	bacteria	Moineauvirus_P9854.429.KY705287
430	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P9901	E	Streptococcus phage P9901			KY705288		Complete genome	dsDNA	bacteria	Moineauvirus_P9901.430.KY705288
431	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P9902	E	Streptococcus phage P9902			KY705289		Complete genome	dsDNA	bacteria	Moineauvirus_P9902.431.KY705289
432	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus P9903	E	Streptococcus phage P9903			KY705290		Complete genome	dsDNA	bacteria	Moineauvirus_P9903.432.KY705290
433	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus Sfi19	E	Streptococcus phage Sfi19			AF115102	NC_000871	Complete genome	dsDNA	bacteria	Moineauvirus_Sfi19.433.AF115102
434	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus Sfi21	E	Streptococcus phage Sfi21			AF115103	NC_000872	Complete genome	dsDNA	bacteria	Moineauvirus_Sfi21.434.AF115103
435	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus STP1	E	Streptococcus phage STP1			MF580773		Complete genome	dsDNA	bacteria	Moineauvirus_STP1.435.MF580773
436	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW1	E	Streptococcus phage SW1			MH892352		Complete genome	dsDNA	bacteria	Moineauvirus_SW1.436.MH892352
437	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW11	E	Streptococcus phage SW11			MH892360		Complete genome	dsDNA	bacteria	Moineauvirus_SW11.437.MH892360
438	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW12	E	Streptococcus phage SW12			MH892361		Complete genome	dsDNA	bacteria	Moineauvirus_SW12.438.MH892361
439	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW2	E	Streptococcus phage SW2			MH892353		Complete genome	dsDNA	bacteria	Moineauvirus_SW2.439.MH892353
440	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW3	E	Streptococcus phage SW3			MH892354		Complete genome	dsDNA	bacteria	Moineauvirus_SW3.440.MH892354
441	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW5	E	Streptococcus phage SW5			MH973661		Complete genome	dsDNA	bacteria	Moineauvirus_SW5.441.MH973661
442	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW6	E	Streptococcus phage SW6			MH892351		Complete genome	dsDNA	bacteria	Moineauvirus_SW6.442.MH892351
443	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW7	E	Streptococcus phage SW7			MH973662		Complete genome	dsDNA	bacteria	Moineauvirus_SW7.443.MH973662
444	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SW8	E	Streptococcus phage SW8			MH892357		Complete genome	dsDNA	bacteria	Moineauvirus_SW8.444.MH892357
445	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SWK3	E	Streptococcus phage SWK3			MH892379		Complete genome	dsDNA	bacteria	Moineauvirus_SWK3.445.MH892379
446	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus SWK6	E	Streptococcus phage SWK6			MH892382		Complete genome	dsDNA	bacteria	Moineauvirus_SWK6.446.MH892382
447	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus VA214	E	Streptococcus phage vB_SthS_VA214			MG708274		Complete genome	dsDNA	bacteria	Moineauvirus_VA214.447.MG708274
448	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Moineauvirus		Moineauvirus VA460	E	Streptococcus phage vB_SthS_VA460			MG708275		Complete genome	dsDNA	bacteria	Moineauvirus_VA460.448.MG708275
449	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus 5093	E	Streptococcus phage 5093			FJ965538	NC_012753	Complete genome	dsDNA	bacteria	Vansinderenvirus_5093.449.FJ965538
450	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus CHPC1198	E	Streptococcus phage CHPC1198			MK202159		Complete genome	dsDNA	bacteria	Vansinderenvirus_CHPC1198.450.MK202159
451	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus CHPC1232	E	Streptococcus phage CHPC1151			KX879643		Complete genome	dsDNA	bacteria	Vansinderenvirus_CHPC1232.451.KX879643
452	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus CHPC1282	E	Streptococcus phage CHPC1282			MK202161		Complete genome	dsDNA	bacteria	Vansinderenvirus_CHPC1282.452.MK202161
453	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus P0092	E	Streptococcus phage P0092			KY705252		Complete genome	dsDNA	bacteria	Vansinderenvirus_P0092.453.KY705252
454	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus P0093	E	Streptococcus phage P0093			KY705253		Complete genome	dsDNA	bacteria	Vansinderenvirus_P0093.454.KY705253
455	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus P0095	E	Streptococcus phage P0095			KY705255		Complete genome	dsDNA	bacteria	Vansinderenvirus_P0095.455.KY705255
456	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus SW19	E	Streptococcus phage SW19			MH892367		Complete genome	dsDNA	bacteria	Vansinderenvirus_SW19.456.MH892367
457	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus SW24	E	Streptococcus phage SW24			MH973663		Complete genome	dsDNA	bacteria	Vansinderenvirus_SW24.457.MH973663
458	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus SW27	E	Streptococcus phage SW27			MH892373		Complete genome	dsDNA	bacteria	Vansinderenvirus_SW27.458.MH892373
459	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Aliceevansviridae		Vansinderenvirus		Vansinderenvirus SW4	E	Streptococcus phage SW4			MH892355		Complete genome	dsDNA	bacteria	Vansinderenvirus_SW4.459.MH892355
460	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Arenbergviridae		Wroclawvirus		Wroclawvirus PA5oct	E	Pseudomonas phage vB_PaeM_PA5oct			MK797984	NC_071039	Complete genome	dsDNA	bacteria	Wroclawvirus_PA5oct.460.MK797984
461	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Assiduviridae		Cebadecemvirus		Cebadecemvirus phi10una	E	Cellulophaga phage phi10:1	phi10:1		KC821618	NC_021802	Complete genome	dsDNA	bacteria	Cebadecemvirus_phi10una.461.KC821618
462	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Assiduviridae		Cellubavirus		Cellubavirus phi19una	E	Cellulophaga phage phi19:1	phi19:1		KC821607	NC_021799	Complete genome	dsDNA	bacteria	Cellubavirus_phi19una.462.KC821607
463	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Assiduviridae		Nekkelsvirus		Nekkelsvirus Nekkels	E	Cellulophaga phage Nekkels_1	Nekkels_1		MT732443		Complete genome	dsDNA	bacteria	Nekkelsvirus_Nekkels.463.MT732443
464	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Daemvirus		Daemvirus acibel007	E	Acinetobacter phage vB_AbaP_Acibel007			KJ473423	NC_025457	Complete genome	dsDNA	bacteria	Daemvirus_acibel007.464.KJ473423
465	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus AB1	E	Acinetobacter phage phiAB1			HQ186308	NC_028675	Complete genome	dsDNA	bacteria	Friunavirus_AB1.465.HQ186308
466	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus AB3	E	Acinetobacter phage AB3			KC311669	NC_021337	Complete genome	dsDNA	bacteria	Friunavirus_AB3.466.KC311669
467	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus AB6	E	Acinetobacter phage phiAb6			KT339321	NC_031086	Complete genome	dsDNA	bacteria	Friunavirus_AB6.467.KT339321
468	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus AbKT21III	E	Acinetobacter phage_AbKT21phiIII			MK278859	NC_048142	Complete genome	dsDNA	bacteria	Friunavirus_AbKT21III.468.MK278859
469	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus Abp1	E	Acinetobacter phage Abp1			JX658790	NC_021316	Complete genome	dsDNA	bacteria	Friunavirus_Abp1.469.JX658790
470	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus Aci07	E	Acinetobacter phage_vB_AbaP_46-62_Aci07			MH800200	NC_048076	Complete genome	dsDNA	bacteria	Friunavirus_Aci07.470.MH800200
471	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus Aci08	E	Acinetobacter phage_vB_AbaP_B09_Aci08			MH763831	NC_048081	Complete genome	dsDNA	bacteria	Friunavirus_Aci08.471.MH763831
472	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus AS11	E	Acinetobacter phage vB_AbaP_AS11			KY268296	NC_041915	Complete genome	dsDNA	bacteria	Friunavirus_AS11.472.KY268296
473	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus AS12	E	Acinetobacter phage vB_AbaP_AS12			KY268295	NC_041914	Complete genome	dsDNA	bacteria	Friunavirus_AS12.473.KY268295
474	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus B1	E	Acinetobacter phage vB_AbaP_B1			MF033347	NC_042003	Complete genome	dsDNA	bacteria	Friunavirus_B1.474.MF033347
475	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus B3	E	Acinetobacter phage vB_AbaP_B3			MF033348	NC_042004	Complete genome	dsDNA	bacteria	Friunavirus_B3.475.MF033348
476	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus B5	E	Acinetobacter phage vB_AbaP_B5			MF033349	NC_042005	Complete genome	dsDNA	bacteria	Friunavirus_B5.476.MF033349
477	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus D2	E	Acinetobacter phage vB_AbaP_D2			MH042230	NC_042124	Complete genome	dsDNA	bacteria	Friunavirus_D2.477.MH042230
478	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus Fri1	E	Acinetobacter phage Fri1			KR149290	NC_028848	Complete genome	dsDNA	bacteria	Friunavirus_Fri1.478.KR149290
479	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus fv15519	E	Acinetobacter phage SH-Ab 15519			KY082667	NC_041905	Complete genome	dsDNA	bacteria	Friunavirus_fv15519.479.KY082667
480	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus IME200	E	Acinetobacter phage IME-200			KT804908	NC_028987	Complete genome	dsDNA	bacteria	Friunavirus_IME200.480.KT804908
481	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus P1	E	Acinetobacter phage vB_ApiP_P1			MF033350	NC_042006	Complete genome	dsDNA	bacteria	Friunavirus_P1.481.MF033350
482	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus P2	E	Acinetobacter phage vB_ApiP_P2			MF033351	NC_042007	Complete genome	dsDNA	bacteria	Friunavirus_P2.482.MF033351
483	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus PD6A3	E	Acinetobacter phage vB_AbaP_PD-6A3			KT388102	NC_028684	Complete genome	dsDNA	bacteria	Friunavirus_PD6A3.483.KT388102
484	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus PDAB9	E	Acinetobacter phage vB_AbaP_PD-AB9			KT388103	NC_028679	Complete genome	dsDNA	bacteria	Friunavirus_PDAB9.484.KT388103
487	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Friunavirus		Friunavirus WCHABP5	E	Acinetobacter phage WCHABP5			KY888680	NC_041967	Complete genome	dsDNA	bacteria	Friunavirus_WCHABP5.487.KY888680
488	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Beijerinckvirinae	Pettyvirus		Pettyvirus petty	E	Acinetobacter phage Petty			KF669656	NC_023570	Complete genome	dsDNA	bacteria	Pettyvirus_petty.488.KF669656
489	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Gutovirus		Gutovirus Vc1	E	Vibrio phage Vc1			KJ502657	NC_047746	Complete genome	dsDNA	bacteria	Gutovirus_Vc1.489.KJ502657
490	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Kaohsiungvirus		Kaohsiungvirus A318	E	Vibrio phage phi-A318			KF322026	NC_025822	Complete genome	dsDNA	bacteria	Kaohsiungvirus_A318.490.KF322026
491	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Kaohsiungvirus		Kaohsiungvirus AS51	E	Vibrio phage AS51			KF800937	NC_047737	Complete genome	dsDNA	bacteria	Kaohsiungvirus_AS51.491.KF800937
492	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Kaohsiungvirus		Kaohsiungvirus Vp670	E	Vibrio phage Vp670			KY290756	NC_047803	Complete genome	dsDNA	bacteria	Kaohsiungvirus_Vp670.492.KY290756
493	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Murciavirus		Murciavirus CB5A	E	Marinomonas phage CB5A			MF481197	NC_047836	Complete genome	dsDNA	bacteria	Murciavirus_CB5A.493.MF481197
494	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Murciavirus		Murciavirus CPP1m	E	Marinomonas phage CPP1m			KY626176	NC_047821	Complete genome	dsDNA	bacteria	Murciavirus_CPP1m.494.KY626176
495	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Trungvirus		Trungvirus VEN	E	Vibrio phage VEN			MG545917	NC_047903	Complete genome	dsDNA	bacteria	Trungvirus_VEN.495.MG545917
496	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Uliginvirus		Uliginvirus achelous	E	Pseudomonas phage Achelous			MH113814	NC_047956	Complete genome	dsDNA	bacteria	Uliginvirus_achelous.496.MH113814
497	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Uliginvirus		Uliginvirus alpheus	E	Pseudomonas phage Alpheus			MH113815	NC_047957	Complete genome	dsDNA	bacteria	Uliginvirus_alpheus.497.MH113815
498	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Uliginvirus		Uliginvirus nerthus	E	Pseudomonas phage Nerthus			MH113813	NC_047955	Complete genome	dsDNA	bacteria	Uliginvirus_nerthus.498.MH113813
499	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Uliginvirus		Uliginvirus njord	E	Pseudomonas phage Njord			MH113812	NC_047954	Complete genome	dsDNA	bacteria	Uliginvirus_njord.499.MH113812
500	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Colwellvirinae	Uliginvirus		Uliginvirus uligo	E	Pseudomonas phage uligo			MG018929	NC_047894	Complete genome	dsDNA	bacteria	Uliginvirus_uligo.500.MG018929
501	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Kantovirus		Kantovirus C171	E	Pseudomonas phage YMC11/06/C171_PPU_BP			KU310944	NC_030923	Complete genome	dsDNA	bacteria	Kantovirus_C171.501.KU310944
502	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Kotilavirus		Kotilavirus PP16	E	Pectobacterium phage PP16			KX278418	NC_031068	Complete genome	dsDNA	bacteria	Kotilavirus_PP16.502.KX278418
503	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Kotilavirus		Kotilavirus PPWS1	E	Pectobacterium phage PPWS1			LC063634	NC_047758	Complete genome	dsDNA	bacteria	Kotilavirus_PPWS1.503.LC063634
504	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Kotilavirus		Kotilavirus PPWS2	E	Pectobacterium phage PPWS2			LC375533	NC_048103	Complete genome	dsDNA	bacteria	Kotilavirus_PPWS2.504.LC375533
505	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus CB5	E	Pectobacterium phage vB_PatP_CB5			KY953156	NC_042131	Complete genome	dsDNA	bacteria	Phimunavirus_CB5.505.KY953156
506	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus Clickz	E	Pectobacterium phage Clickz			MK095193	NC_048116	Complete genome	dsDNA	bacteria	Phimunavirus_Clickz.506.MK095193
507	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus fM1	E	Pectobacterium phage φM1			JX290549	NC_041854	Complete genome	dsDNA	bacteria	Phimunavirus_fM1.507.JX290549
508	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus gaspode	E	Pectobacterium phage Gaspode			MH807811	NC_048056	Complete genome	dsDNA	bacteria	Phimunavirus_gaspode.508.MH807811
509	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus khlen	E	Pectobacterium phage Khlen			MK095202	NC_048117	Complete genome	dsDNA	bacteria	Phimunavirus_khlen.509.MK095202
510	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus koot	E	Pectobacterium phage Koot			MK095203	NC_048118	Complete genome	dsDNA	bacteria	Phimunavirus_koot.510.MK095203
511	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus lelidair	E	Pectobacterium phage Lelidair			MH807814	NC_048058	Complete genome	dsDNA	bacteria	Phimunavirus_lelidair.511.MH807814
512	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus nobby	E	Pectobacterium phage Nobby			MH807818	NC_048061	Complete genome	dsDNA	bacteria	Phimunavirus_nobby.512.MH807818
513	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus peat1	E	Pectobacterium phage Peat1			KR604693	NC_029081	Complete genome	dsDNA	bacteria	Phimunavirus_peat1.513.KR604693
514	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus phoria	E	Pectobacterium phage Phoria			MK095209	NC_048119	Complete genome	dsDNA	bacteria	Phimunavirus_phoria.514.MK095209
515	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus PP90	E	Pectobacterium phage PP90			KX278419	NC_031096	Complete genome	dsDNA	bacteria	Phimunavirus_PP90.515.KX278419
516	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Phimunavirus		Phimunavirus zenivior	E	Pectobacterium phage Zenivior			MK095210	NC_048120	Complete genome	dsDNA	bacteria	Phimunavirus_zenivior.516.MK095210
517	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Corkvirinae	Stompvirus		Stompvirus BF2512	E	Dickeya phage BF25/12			KT240186	NC_047759	Complete genome	dsDNA	bacteria	Stompvirus_BF2512.517.KT240186
518	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Kirikabuvirus		Kirikabuvirus NV3	E	Pseudomonas phage phiNV3			MG845683	NC_047933	Complete genome	dsDNA	bacteria	Kirikabuvirus_NV3.518.MG845683
519	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus 15pyo	E	Pseudomonas phage vB_PaeP_PAO1_1-15pyo			LN610580	NC_047967	Complete genome	dsDNA	bacteria	Phikmvvirus_15pyo.519.LN610580
520	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus Ab05	E	Pseudomonas phage vB_PaeP_PAO1_Ab05			LN610574	NC_026602	Complete genome	dsDNA	bacteria	Phikmvvirus_Ab05.520.LN610574
